SIC_Section,SIC_Codes,SIC_Classification,id,ref_no,name,pointx_class,groupname,categoryname,classname,feature_easting,feature_northing,pos_accuracy,uprn,topo_toid,topo_toid_version,usrn,usrn_mi,distance,address_detail,street_name,locality,geographic_county,postcode,admin_boundary,telephone_number,url,brand,qualifier_type,qualifier_data,provenance,supply_date
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,15052,158338305,Priestman Goode Ltd,2140214,Commercial Services,Research and Design,Design Services,528958,181816,1,1.00E+11,osgb1000005292861,3,8400603,1,14,150,Great Portland Street,London,Greater London,W1W 6QD,City of Westminster London Boro,2075803444,www.priestmangoode.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,15061,158340004,Jessica Lightbody Ltd,2140214,Commercial Services,Research and Design,Design Services,528922,181397,1,10033542315,osgb1000005294356,4,8401217,1,51.9,307-309,Regent Street,London,Greater London,W1B 2HW,City of Westminster London Boro,7588833119,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,15188,158322732,Steven Stone Ltd,2140214,Commercial Services,Research and Design,Design Services,528449.4,181238.7,1,1.00E+11,osgb1000005294955,3,8401984,3,33.1,5,St Christopher's Place,London,Greater London,W1U 1NA,City of Westminster London Boro,2033271271,www.stevenstone.co.uk,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,15453,161945243,Bryan & Partners,2140214,Commercial Services,Research and Design,Design Services,529291,180736,1,2.00E+11,osgb1000042219267,3,8401217,1,11.9,120,Regent Street,London,Greater London,W1B,City of Westminster London Boro,7423821400,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,15486,161944045,Sanders Studios,2140214,Commercial Services,Research and Design,Design Services,526409,181364,1,10033548265,osgb1000042176195,4,8401168,1,19.1,10,Eastbourne Terrace,London,Greater London,W2 6LG,City of Westminster London Boro,2034570335,www.sanders-studios.co.uk,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,15515,161950770,The London Bath Co,2140214,Commercial Services,Research and Design,Design Services,527036,183165,1,1.00E+11,osgb1000005160018,5,8400612,1,17.7,90,St John's Wood High Street,London,Greater London,NW8 7SH,City of Westminster London Boro,2071275235,www.thelondonbathco.co.uk,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,15859,166803021,Marble Yard Kitchen,2140214,Commercial Services,Research and Design,Design Services,531122,181171,1,1.00E+11,osgb1000005733464,3,8400015,1,6.9,7,Bell Yard,London,Greater London,WC2A 2JR,City of Westminster London Boro,2034884424,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,15883,163792422,Idea,2140214,Commercial Services,Research and Design,Design Services,530700,180800,1,10033582445,osgb1000005573372,8,8401576,1,86.7,Suite T143 Third Floor South Wing Somerset House,Strand,London,Greater London,WC2R 1LA,City of Westminster London Boro,2076130273,www.idea.eu,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,15888,163793628,Cox London,2140214,Commercial Services,Research and Design,Design Services,528293,178473,1,10033541355,osgb1000001796520124,1,8400518,1,21.5,46,Pimlico Road,London,Greater London,SW1W 8LP,City of Westminster London Boro,2033289506,www.coxlondon.com,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,16193,162700191,Arc Media,2140214,Commercial Services,Research and Design,Design Services,528867,180382,1,1.00E+11,osgb1000005291985,4,8401579,1,23.4,15,Stratton Street,London,Greater London,W1J 8LQ,City of Westminster London Boro,2070847190,www.arc-media.co.uk,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,16195,162695001,Keystone Creative Group,2140214,Commercial Services,Research and Design,Design Services,530159,180892,1,,osgb1000001802529450,5,8400007,2,10.1,27b,Floral Street,London,Greater London,WC2E 9DP,City of Westminster London Boro,2037407333,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,16278,162686087,Living in Style Gallery,2140214,Commercial Services,Research and Design,Design Services,527134,182226,1,1.00E+11,osgb1000005158938,2,8400794,1,17.2,6,Church Street,London,Greater London,NW8 8ED,City of Westminster London Boro,2080765055,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,16308,162690449,Kleo London,2140214,Commercial Services,Research and Design,Design Services,528969,181494,1,10033631144,osgb1000005294329,6,8401025,1,34,Fourth Floor Henry Wood House 2,Riding House Street,London,Greater London,W1W 7FA,City of Westminster London Boro,2038931330,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,16561,164697842,S P 3 London,2140214,Commercial Services,Research and Design,Design Services,528714,181647.6,1,1.00E+11,osgb1000005293118,3,8400084,1,19,9,Mansfield Street,London,Greater London,W1G 9NY,City of Westminster London Boro,7802253447,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,16679,165514610,Zesty Interiors,2140214,Commercial Services,Research and Design,Design Services,528851,180517,1,10033530293,osgb1000042213207,8,8400761,1,18.2,Third Floor Lansdowne House 57,Berkeley Square,London,Greater London,W1J 6ER,City of Westminster London Boro,2074382079,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,16713,165516478,The Worktop Library,2140214,Commercial Services,Research and Design,Design Services,529080,181005,1,10033525255,osgb1000042219294,5,8401217,1,23.4,Third Floor 207-209,Regent Street,London,Greater London,W1B 4ND,City of Westminster London Boro,2039760029,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,16810,163800910,Design & Refurbishments for Interiors,2140214,Commercial Services,Research and Design,Design Services,527775,181717,1,10033621658,osgb1000042196453,5,8400808,1,19.5,19,Crawford Street,London,Greater London,W1H 1PJ,City of Westminster London Boro,7863392418,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17021,167981779,We Are Two,2140214,Commercial Services,Research and Design,Design Services,529468,179087,1,1.00E+11,osgb1000042217099,5,8400600,3,25.6,Gordon House,Westminster,London,Greater London,SW1P 1PH,City of Westminster London Boro,2038978067,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17157,167776578,Ovoms,2140214,Commercial Services,Research and Design,Design Services,528659,180996,1,1.00E+11,osgb1000042212898,5,8401034,1,14.8,6,South Molton Street,London,Greater London,W1K 5QF,City of Westminster London Boro,2036673330,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17173,166879849,Linassi Co,2140214,Commercial Services,Research and Design,Design Services,528867,180382,1,1.00E+11,osgb1000005291985,4,8401579,1,23.4,15,Stratton Street,London,Greater London,W1J 8LQ,City of Westminster London Boro,2030360033,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17208,168967360,19 Greek Street,2140214,Commercial Services,Research and Design,Design Services,529838,181108,1,10033531799,osgb1000042220855,5,8401382,3,34.9,Westminster,,London,Greater London,W1D 4DT,City of Westminster London Boro,7850309667,www.19greekstreet.co.uk,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17325,170993420,Manfer,2140214,Commercial Services,Research and Design,Design Services,528984,181585,1,1.00E+11,osgb1000005292977,9,8400603,1,28.4,85,Great Portland Street,London,Greater London,W1W 7LT,City of Westminster London Boro,2038160308,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17347,170994785,Boxnine7,2140214,Commercial Services,Research and Design,Design Services,529238,181537,1,1.00E+11,osgb1000005427221,2,8400276,3,15.1,37-41 Mortimer Street,Westminster,London,Greater London,W1T 3JH,City of Westminster London Boro,2032397970,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17483,170302246,Ken Nishio & Associates,2140214,Commercial Services,Research and Design,Design Services,529207,178288,1,1.00E+11,osgb1000005420412,4,8400671,2,19.6,Flat 1,67 Charlwood Street,London,Greater London,SW1V 4PG,City of Westminster London Boro,7876471841,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17524,171318793,Martin Kemp Design,2140214,Commercial Services,Research and Design,Design Services,529436,179093,1,10092038938,osgb1000042217098,5,8401330,1,20,Greencoat House,Francis Street,London,Greater London,SW1P 1DH,City of Westminster London Boro,2071833885,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17530,171319000,C E V V Scale Models,2140214,Commercial Services,Research and Design,Design Services,525568,181698,1,1.00E+11,osgb5000005176158895,1,8400261,1,10.8,Torquay House 1,Torquay Street,London,Greater London,W2 5EJ,City of Westminster London Boro,7398602193,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17831,179353428,Ultimate Bathroom Ware Ltd,2140214,Commercial Services,Research and Design,Design Services,525258,182033,1,10033599877,osgb1000004198087,3,8400530,1,16.1,378,Harrow Road,London,Greater London,W9 2HU,City of Westminster London Boro,7546470223,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17844,179362570,Ow-n,2140214,Commercial Services,Research and Design,Design Services,529636,181194,1,,osgb1000042221005,3,8400953,2,8.7,First Floor13 14 Dean Street,Westminster,London,Greater London,W1D 3RS,City of Westminster London Boro,2071559792,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17933,169457192,Accouter,2140214,Commercial Services,Research and Design,Design Services,529238,181537,1,1.00E+11,osgb1000005427221,2,8401448,1,21.1,Mortimer House 37-41,Mortimer Street,London,Greater London,W1T 3JH,City of Westminster London Boro,2036513325,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17946,169453854,A S J Design,2140214,Commercial Services,Research and Design,Design Services,529276,178599,1,10033627171,osgb1000005419078,7,8400065,1,9.4,1月5日,Dell's Mews,London,Greater London,SW1V 2LW,City of Westminster London Boro,2037139828,www.asjdesign.co.uk,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17969,179361284,Brand Nu,2140214,Commercial Services,Research and Design,Design Services,529143,180512,1,1.00E+11,osgb1000042218954,3,8400856,1,12.8,12,Old Bond Street,London,Greater London,W1S 4PW,City of Westminster London Boro,2071937572,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,17986,171469066,Oraanj Interior Design - Mayfair,2140214,Commercial Services,Research and Design,Design Services,528752,180701,1,,osgb1000042213242,4,8401137,3,9.5,23 Berkeley Square,Westminster,London,Greater London,W1J 6EJ,City of Westminster London Boro,7448803051,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,18300,174625414,Imperial Buddha Ltd,2140214,Commercial Services,Research and Design,Design Services,526585.3,181591.8,1,10033645090,osgb5000005257201211,2,8401478,1,26.7,Apartment 126 Dudley House,North Wharf Road,London,Greater London,W2 1PL,City of Westminster London Boro,7588008858,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,18315,171992562,Virtual Canvas,2140214,Commercial Services,Research and Design,Design Services,528984,181585,1,10092007220,osgb1000005292977,9,8400603,1,28.4,85,Great Portland Street,London,Greater London,W1W 7LT,City of Westminster London Boro,2032897799,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,18340,179949661,Studio Youel,2140214,Commercial Services,Research and Design,Design Services,530700,180800,1,1.00E+11,osgb1000005573372,8,8401576,1,86.7,Somerset House,Strand,London,Greater London,WC2R 1LA,City of Westminster London Boro,7948073585,,,,,118 Information,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,19389,95530455,Miele Gallery,2140214,Commercial Services,Research and Design,Design Services,528894,181427,1,1.00E+11,osgb1000005294341,3,8400924,1,16,15-19,Cavendish Place,London,Greater London,W1G 0DD,City of Westminster London Boro,,,,,,Local Data Company,2024/6/1
"Professional, Scientific and Technical Activities",7410,Specialised Design Activities,19405,95438165,Designers Guild,2140214,Commercial Services,Research and Design,Design Services,528288,181852,1,1.00E+11,osgb1000005293802,4,8401405,1,28.5,76,Marylebone High Street,London,Greater London,W1U 5JU,City of Westminster London Boro,,,,,,Local Data Company,2024/6/1
